Video Name,Predicted Label,Title,Category,Label,True Label,Accuracy
ring_00149,0,ring_00149,Security,Abnormal,1,0
ring_00184,0,ring_00184,Wildlife,Abnormal,1,0
ring_00206,0,ring_00206,Pet Monitoring,Normal,0,1
Wyze_team_00048,0,Wyze_team_00048,Security,Normal,0,1
ring_00505,0,ring_00505,Wildlife,Abnormal,1,0
package_00033,0,package_00033,Security,Normal,0,1
ring_00743,0,ring_00743,Pet Monitoring,Normal,0,1
Wyze_team_00030,0,Wyze_team_00030,Security,Normal,0,1
ring_01417,0,ring_01417,Wildlife,Abnormal,1,0
ring_01341,0,ring_01341,Wildlife,Abnormal,1,0
ring_00724,0,ring_00724,Pet Monitoring,Normal,0,1
ring_00164,0,ring_00164,Security,Normal,0,1
ring_00928,0,ring_00928,Security,Normal,0,1
Wyze_team_00057,0,Wyze_team_00057,Security,Normal,0,1
Wyze_team_00031,0,Wyze_team_00031,Security,Normal,0,1
package_00046,0,package_00046,Security,Normal,0,1
ring_00188,0,ring_00188,Kid Monitoring,Normal,0,1
ring_00931,0,ring_00931,Wildlife,Abnormal,1,0
ring_01157,0,ring_01157,"{""choices"":[""Security"",""Pet Monitoring""]}",Normal,0,1
ring_00840,0,ring_00840,Security,Abnormal,1,0
package_00029,0,package_00029,Security,Normal,0,1
ring_00695,0,ring_00695,Wildlife,Abnormal,1,0
package_00056,0,package_00056,Security,Normal,0,1
ring_00327,0,ring_00327,Security,Normal,0,1
ring_00584,0,ring_00584,Wildlife,Vague Abnormal,1,0
package_00016,0,package_00016,Security,Normal,0,1
ring_00445,0,ring_00445,Wildlife,Abnormal,1,0
ring_00031,0,ring_00031,Security,Vague Abnormal,1,0
ring_00884,0,ring_00884,Security,Abnormal,1,0
ring_00694,0,ring_00694,Security,Normal,0,1
ring_01042,0,ring_01042,Kid Monitoring,Normal,0,1
ring_00690,0,ring_00690,"{""choices"":[""Security"",""Pet Monitoring""]}",Normal,0,1
ring_00391,0,ring_00391,Security,Vague Abnormal,1,0
ring_00632,0,ring_00632,Security,Normal,0,1
ring_00115,0,ring_00115,Senior Care,Vague Abnormal,1,0
ring_00063,0,ring_00063,Pet Monitoring,Normal,0,1
ring_00322,0,ring_00322,Wildlife,Normal,0,1
package_00010,0,package_00010,Security,Normal,0,1
ring_00012,0,ring_00012,Wildlife,Abnormal,1,0
ring_00393,0,ring_00393,Wildlife,Abnormal,1,0
ring_01300,0,ring_01300,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00170,0,ring_00170,Pet Monitoring,Abnormal,1,0
ring_00163,0,ring_00163,Pet Monitoring,Normal,0,1
package_00036,0,package_00036,Security,Normal,0,1
wyze_00030,0,wyze_00030,Wildlife,Abnormal,1,0
ring_00854,0,ring_00854,Security,Normal,0,1
package_00062,0,package_00062,Security,Normal,0,1
ring_00796,0,ring_00796,"{""choices"":[""Security"",""Kid Monitoring""]}",Normal,0,1
ring_00099,0,ring_00099,Wildlife,Abnormal,1,0
ring_00278,0,ring_00278,Wildlife,Normal,0,1
ring_00776,0,ring_00776,Security,Abnormal,1,0
ring_00017,0,ring_00017,Security,Normal,0,1
Wyze_team_00081,0,Wyze_team_00081,Security,Normal,0,1
ring_00116,0,ring_00116,Pet Monitoring,Abnormal,1,0
ring_00341,0,ring_00341,Pet Monitoring,Abnormal,1,0
wyze_00035,0,wyze_00035,Wildlife,Abnormal,1,0
ring_00078,0,ring_00078,Wildlife,Abnormal,1,0
ring_00102,0,ring_00102,Wildlife,Abnormal,1,0
ring_01324,0,ring_01324,Wildlife,Abnormal,1,0
ring_00155,0,ring_00155,Pet Monitoring,Normal,0,1
ring_00841,0,ring_00841,Security,Normal,0,1
ring_00344,0,ring_00344,Wildlife,Abnormal,1,0
Wyze_team_00026,0,Wyze_team_00026,Security,Normal,0,1
wyze_00020,0,wyze_00020,Security,Normal,0,1
ring_00930,0,ring_00930,Pet Monitoring,Abnormal,1,0
ring_01008,0,ring_01008,Security,Abnormal,1,0
ring_00655,0,ring_00655,Security,Normal,0,1
ring_00555,0,ring_00555,Wildlife,Abnormal,1,0
ring_00688,0,ring_00688,Wildlife,Abnormal,1,0
ring_00862,0,ring_00862,Security,Normal,0,1
ring_00747,0,ring_00747,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00119,0,ring_00119,Wildlife,Abnormal,1,0
ring_00529,0,ring_00529,Wildlife,Abnormal,1,0
ring_00026,0,ring_00026,Wildlife,Normal,0,1
ring_00561,0,ring_00561,Security,Vague Abnormal,1,0
package_00039,0,package_00039,Security,Normal,0,1
ring_01305,0,ring_01305,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
ring_00086,0,ring_00086,Wildlife,Abnormal,1,0
Wyze_team_00010,0,Wyze_team_00010,Security,Normal,0,1
ring_00310,0,ring_00310,Security,Abnormal,1,0
ring_00290,0,ring_00290,Security,Abnormal,1,0
ring_00175,0,ring_00175,Wildlife,Abnormal,1,0
package_00064,0,package_00064,Security,Normal,0,1
ring_00214,0,ring_00214,Pet Monitoring,Normal,0,1
ring_00423,0,ring_00423,Wildlife,Abnormal,1,0
ring_00673,0,ring_00673,Security,Normal,0,1
package_00044,0,package_00044,Security,Normal,0,1
ring_00525,0,ring_00525,Pet Monitoring,Abnormal,1,0
ring_00404,0,ring_00404,Wildlife,Abnormal,1,0
ring_00788,0,ring_00788,Kid Monitoring,Normal,0,1
package_00031,0,package_00031,Security,Normal,0,1
ring_00542,0,ring_00542,Security,Abnormal,1,0
ring_01368,0,ring_01368,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
Wyze_team_00004,0,Wyze_team_00004,Security,Normal,0,1
ring_01047,0,ring_01047,Pet Monitoring,Abnormal,1,0
ring_00360,0,ring_00360,Pet Monitoring,Normal,0,1
ring_01432,0,ring_01432,Wildlife,Abnormal,1,0
ring_00835,0,ring_00835,Pet Monitoring,Abnormal,1,0
ring_00802,0,ring_00802,Kid Monitoring,Normal,0,1
Wyze_team_00083,0,Wyze_team_00083,Security,Normal,0,1
ring_00168,0,ring_00168,Security,Abnormal,1,0
ring_00549,0,ring_00549,Security,Vague Abnormal,1,0
ring_00589,0,ring_00589,Security,Abnormal,1,0
ring_00723,0,ring_00723,Security,Abnormal,1,0
package_00084,0,package_00084,Security,Normal,0,1
ring_00466,0,ring_00466,Security,Normal,0,1
ring_00243,0,ring_00243,Wildlife,Abnormal,1,0
ring_00522,0,ring_00522,Pet Monitoring,Abnormal,1,0
package_00007,0,package_00007,Security,Normal,0,1
ring_00186,0,ring_00186,Wildlife,Abnormal,1,0
ring_00855,0,ring_00855,Pet Monitoring,Normal,0,1
ring_01329,0,ring_01329,Pet Monitoring,Abnormal,1,0
ring_00524,0,ring_00524,Security,Abnormal,1,0
suppl_00004,0,suppl_00004,Pet Monitoring,Normal,0,1
Wyze_team_00029,0,Wyze_team_00029,Security,Normal,0,1
Wyze_team_00075,0,Wyze_team_00075,Security,Normal,0,1
ring_00069,0,ring_00069,Pet Monitoring,Abnormal,1,0
ring_00728,0,ring_00728,Security,Normal,0,1
ring_00843,0,ring_00843,Pet Monitoring,Normal,0,1
ring_00925,0,ring_00925,Other Category,Vague Abnormal,1,0
ring_00926,0,ring_00926,Wildlife,Abnormal,1,0
ring_00018,0,ring_00018,Wildlife,Abnormal,1,0
ring_00126,0,ring_00126,Wildlife,Abnormal,1,0
ring_00030,0,ring_00030,Wildlife,Abnormal,1,0
ring_00915,0,ring_00915,Baby Monitoring,Normal,0,1
ring_00329,0,ring_00329,Baby Monitoring,Normal,0,1
ring_00108,0,ring_00108,Security,Abnormal,1,0
ring_00128,0,ring_00128,Security,Abnormal,1,0
ring_00247,0,ring_00247,Security,Abnormal,1,0
ring_00317,0,ring_00317,Security,Abnormal,1,0
ring_00917,0,ring_00917,Security,Normal,0,1
ring_00851,0,ring_00851,Other Category,Normal,0,1
ring_01019,0,ring_01019,Security,Normal,0,1
ring_00641,0,ring_00641,Wildlife,Abnormal,1,0
ring_00668,0,ring_00668,Security,Abnormal,1,0
ring_00492,0,ring_00492,Security,Abnormal,1,0
ring_00490,0,ring_00490,Security,Vague Abnormal,1,0
ring_00829,0,ring_00829,Security,Normal,0,1
ring_00350,0,ring_00350,Security,Normal,0,1
ring_00693,0,ring_00693,Security,Normal,0,1
Wyze_team_00076,0,Wyze_team_00076,Security,Normal,0,1
ring_00859,0,ring_00859,Security,Abnormal,1,0
ring_00154,0,ring_00154,Pet Monitoring,Normal,0,1
ring_00612,0,ring_00612,Security,Normal,0,1
ring_00552,0,ring_00552,Security,Normal,0,1
ring_01358,0,ring_01358,Pet Monitoring,Abnormal,1,0
ring_00509,0,ring_00509,Security,Normal,0,1
ring_01340,0,ring_01340,Wildlife,Abnormal,1,0
Wyze_team_00014,0,Wyze_team_00014,Security,Normal,0,1
ring_00352,0,ring_00352,Wildlife,Vague Abnormal,1,0
ring_00365,0,ring_00365,Kid Monitoring,Normal,0,1
ring_00600,0,ring_00600,Security,Normal,0,1
ring_01058,0,ring_01058,Security,Abnormal,1,0
ring_01055,0,ring_01055,Security,Normal,0,1
package_00026,0,package_00026,Security,Normal,0,1
ring_00390,0,ring_00390,Kid Monitoring,Normal,0,1
package_00018,0,package_00018,Security,Normal,0,1
package_00087,0,package_00087,Security,Normal,0,1
ring_01254,0,ring_01254,Security,Normal,0,1
ring_00814,0,ring_00814,Wildlife,Abnormal,1,0
ring_00302,0,ring_00302,Wildlife,Abnormal,1,0
ring_00347,0,ring_00347,Pet Monitoring,Abnormal,1,0
ring_00718,0,ring_00718,Wildlife,Abnormal,1,0
ring_00484,0,ring_00484,Security,Vague Abnormal,1,0
ring_01447,0,ring_01447,Wildlife,Abnormal,1,0
ring_01369,0,ring_01369,Wildlife,Abnormal,1,0
ring_00716,0,ring_00716,Wildlife,Normal,0,1
ring_00879,0,ring_00879,Security,Abnormal,1,0
wyze_00004,0,wyze_00004,Wildlife,Abnormal,1,0
ring_00396,0,ring_00396,Pet Monitoring,Normal,0,1
package_00086,0,package_00086,Security,Normal,0,1
ring_00640,0,ring_00640,Kid Monitoring,Normal,0,1
ring_00660,0,ring_00660,Security,Normal,0,1
ring_00488,0,ring_00488,Wildlife,Abnormal,1,0
package_00094,0,package_00094,Security,Normal,0,1
ring_00651,0,ring_00651,Wildlife,Vague Abnormal,1,0
ring_01054,0,ring_01054,Wildlife,Abnormal,1,0
Wyze_team_00039,0,Wyze_team_00039,Pet Monitoring,Normal,0,1
ring_00461,0,ring_00461,Security,Vague Abnormal,1,0
ring_00068,0,ring_00068,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_01393,0,ring_01393,Security,Vague Abnormal,1,0
ring_00229,0,ring_00229,Security,Normal,0,1
ring_00470,0,ring_00470,Security,Abnormal,1,0
package_00078,0,package_00078,Security,Normal,0,1
ring_00798,0,ring_00798,Wildlife,Abnormal,1,0
ring_01269,0,ring_01269,Security,Normal,0,1
ring_01156,0,ring_01156,Security,Normal,0,1
ring_00755,0,ring_00755,Security,Abnormal,1,0
package_00059,0,package_00059,Security,Abnormal,1,0
Wyze_team_00087,0,Wyze_team_00087,Security,Normal,0,1
ring_00296,0,ring_00296,Wildlife,Abnormal,1,0
ring_00712,0,ring_00712,Security,Abnormal,1,0
package_00013,0,package_00013,Security,Normal,0,1
ring_00443,0,ring_00443,Wildlife,Abnormal,1,0
ring_00782,0,ring_00782,Wildlife,Abnormal,1,0
ring_00540,0,ring_00540,Wildlife,Abnormal,1,0
ring_00234,0,ring_00234,Wildlife,Abnormal,1,0
package_00079,0,package_00079,Security,Normal,0,1
ring_00020,0,ring_00020,Wildlife,Abnormal,1,0
ring_00265,0,ring_00265,Security,Abnormal,1,0
ring_00489,0,ring_00489,Security,Normal,0,1
Wyze_team_00021,0,Wyze_team_00021,Pet Monitoring,Normal,0,1
ring_00241,0,ring_00241,Security,Normal,0,1
Wyze_team_00003,0,Wyze_team_00003,Security,Normal,0,1
ring_00727,0,ring_00727,Security,Normal,0,1
ring_00749,0,ring_00749,Pet Monitoring,Abnormal,1,0
ring_00014,0,ring_00014,Wildlife,Abnormal,1,0
ring_01373,0,ring_01373,Wildlife,Abnormal,1,0
ring_00833,0,ring_00833,Pet Monitoring,Abnormal,1,0
wyze_00008,0,wyze_00008,Pet Monitoring,Abnormal,1,0
Wyze_team_00066,0,Wyze_team_00066,Security,Normal,0,1
ring_01274,0,ring_01274,Baby Monitoring,Normal,0,1
ring_00323,0,ring_00323,Pet Monitoring,Abnormal,1,0
ring_00456,0,ring_00456,Security,Vague Abnormal,1,0
ring_00554,0,ring_00554,Security,Abnormal,1,0
ring_00103,0,ring_00103,Wildlife,Abnormal,1,0
ring_00169,0,ring_00169,Wildlife,Abnormal,1,0
ring_00860,0,ring_00860,Pet Monitoring,Abnormal,1,0
ring_00059,0,ring_00059,Wildlife,Abnormal,1,0
ring_00420,0,ring_00420,Wildlife,Abnormal,1,0
ring_00603,0,ring_00603,Pet Monitoring,Normal,0,1
ring_00730,0,ring_00730,Security,Normal,0,1
ring_00897,0,ring_00897,"{""choices"":[""Security"",""Kid Monitoring""]}",Normal,0,1
ring_00630,0,ring_00630,Security,Normal,0,1
ring_00910,0,ring_00910,Security,Normal,0,1
ring_00238,0,ring_00238,Security,Vague Abnormal,1,0
ring_01124,0,ring_01124,Security,Normal,0,1
ring_00645,0,ring_00645,Security,Vague Abnormal,1,0
package_00028,0,package_00028,Security,Normal,0,1
ring_00952,0,ring_00952,Baby Monitoring,Abnormal,1,0
ring_00706,0,ring_00706,Pet Monitoring,Normal,0,1
ring_00428,0,ring_00428,Wildlife,Normal,0,1
wyze_00001,0,wyze_00001,Pet Monitoring,Normal,0,1
ring_00623,0,ring_00623,Baby Monitoring,Normal,0,1
ring_00918,0,ring_00918,Wildlife,Abnormal,1,0
ring_00096,0,ring_00096,Wildlife,Normal,0,1
ring_01452,0,ring_01452,"{""choices"":[""Security"",""Pet Monitoring""]}",Abnormal,1,0
suppl_00002,0,suppl_00002,Wildlife,Abnormal,1,0
ring_01080,0,ring_01080,Wildlife,Abnormal,1,0
ring_00463,0,ring_00463,Security,Normal,0,1
ring_00773,0,ring_00773,Security,Normal,0,1
Wyze_team_00019,0,Wyze_team_00019,Security,Normal,0,1
Wyze_team_00084,0,Wyze_team_00084,Pet Monitoring,Normal,0,1
ring_01145,0,ring_01145,Security,Normal,0,1
ring_00876,0,ring_00876,Wildlife,Abnormal,1,0
ring_00781,0,ring_00781,Security,Vague Abnormal,1,0
ring_00579,0,ring_00579,Wildlife,Abnormal,1,0
ring_00127,0,ring_00127,Wildlife,Abnormal,1,0
ring_00995,0,ring_00995,Wildlife,Abnormal,1,0
ring_00335,0,ring_00335,Kid Monitoring,Normal,0,1
ring_00965,0,ring_00965,Security,Normal,0,1
ring_00599,0,ring_00599,Security,Abnormal,1,0
suppl_00022,0,suppl_00022,Senior Care,Abnormal,1,0
ring_01479,0,ring_01479,Pet Monitoring,Abnormal,1,0
ring_00491,0,ring_00491,Wildlife,Vague Abnormal,1,0
suppl_00010,0,suppl_00010,Baby Monitoring,Abnormal,1,0
ring_00295,0,ring_00295,Security,Abnormal,1,0
Wyze_team_00070,0,Wyze_team_00070,Security,Normal,0,1
ring_00308,0,ring_00308,Security,Abnormal,1,0
ring_00459,0,ring_00459,Wildlife,Abnormal,1,0
ring_01177,0,ring_01177,Security,Abnormal,1,0
ring_00140,0,ring_00140,Wildlife,Abnormal,1,0
ring_00760,0,ring_00760,Wildlife,Abnormal,1,0
ring_00678,0,ring_00678,Security,Normal,0,1
ring_00179,0,ring_00179,Wildlife,Abnormal,1,0
ring_00838,0,ring_00838,Security,Abnormal,1,0
ring_00460,0,ring_00460,"{""choices"":[""Pet Monitoring"",""Kid Monitoring""]}",Normal,0,1
ring_00948,0,ring_00948,Kid Monitoring,Abnormal,1,0
ring_00303,0,ring_00303,Pet Monitoring,Normal,0,1
ring_00893,0,ring_00893,Security,Abnormal,1,0
Wyze_team_00050,0,Wyze_team_00050,Pet Monitoring,Normal,0,1
ring_01323,0,ring_01323,Wildlife,Abnormal,1,0
ring_00331,0,ring_00331,Kid Monitoring,Normal,0,1
ring_01469,0,ring_01469,Pet Monitoring,Abnormal,1,0
package_00001,0,package_00001,Security,Normal,0,1
ring_00676,0,ring_00676,Security,Normal,0,1
ring_00767,0,ring_00767,Security,Abnormal,1,0
ring_01014,0,ring_01014,Kid Monitoring,Normal,0,1
package_00072,0,package_00072,Security,Normal,0,1
ring_00735,0,ring_00735,Security,Normal,0,1
ring_00411,0,ring_00411,Wildlife,Abnormal,1,0
ring_00047,0,ring_00047,Security,Abnormal,1,0
ring_00652,0,ring_00652,Security,Abnormal,1,0
ring_00745,0,ring_00745,Security,Normal,0,1
ring_00642,0,ring_00642,Security,Abnormal,1,0
ring_00212,0,ring_00212,Pet Monitoring,Normal,0,1
ring_00203,0,ring_00203,Wildlife,Normal,0,1
ring_00785,0,ring_00785,Security,Abnormal,1,0
package_00053,0,package_00053,Security,Normal,0,1
ring_00523,0,ring_00523,Security,Normal,0,1
Wyze_team_00044,0,Wyze_team_00044,Security,Normal,0,1
ring_01357,0,ring_01357,Pet Monitoring,Normal,0,1
ring_00284,0,ring_00284,Security,Abnormal,1,0
ring_00403,0,ring_00403,Security,Vague Abnormal,1,0
ring_00441,0,ring_00441,Pet Monitoring,Abnormal,1,0
ring_00084,0,ring_00084,Security,Abnormal,1,0
ring_00564,0,ring_00564,Security,Abnormal,1,0
ring_01405,0,ring_01405,Wildlife,Abnormal,1,0
ring_00447,0,ring_00447,Wildlife,Abnormal,1,0
ring_00450,0,ring_00450,Wildlife,Abnormal,1,0
ring_00087,0,ring_00087,Pet Monitoring,Abnormal,1,0
ring_00588,0,ring_00588,Wildlife,Abnormal,1,0
ring_00079,0,ring_00079,Pet Monitoring,Normal,0,1
ring_01380,0,ring_01380,Wildlife,Abnormal,1,0
package_00083,0,package_00083,Security,Normal,0,1
package_00021,0,package_00021,Security,Normal,0,1
suppl_00009,0,suppl_00009,Baby Monitoring,Vague Abnormal,1,0
ring_00672,0,ring_00672,Security,Vague Abnormal,1,0
package_00042,0,package_00042,Security,Normal,0,1
ring_00359,0,ring_00359,Wildlife,Vague Abnormal,1,0
ring_00255,0,ring_00255,Security,Abnormal,1,0
ring_00979,0,ring_00979,Security,Vague Abnormal,1,0
ring_00566,0,ring_00566,Security,Normal,0,1
Wyze_team_00035,0,Wyze_team_00035,Security,Normal,0,1
ring_00544,0,ring_00544,Security,Abnormal,1,0
package_00011,0,package_00011,Security,Normal,0,1
ring_00883,0,ring_00883,Wildlife,Abnormal,1,0
ring_00553,0,ring_00553,Wildlife,Abnormal,1,0
ring_00825,0,ring_00825,Wildlife,Abnormal,1,0
ring_00402,0,ring_00402,Pet Monitoring,Normal,0,1
ring_00221,0,ring_00221,Security,Abnormal,1,0
Wyze_team_00059,0,Wyze_team_00059,Security,Normal,0,1
wyze_00003,0,wyze_00003,Security,Normal,0,1
ring_00762,0,ring_00762,Security,Abnormal,1,0
package_00008,0,package_00008,Security,Normal,0,1
ring_00061,0,ring_00061,"{""choices"":[""Wildlife"",""Pet Monitoring""]}",Abnormal,1,0
wyze_00031,0,wyze_00031,Pet Monitoring,Normal,0,1
ring_01487,0,ring_01487,Security,Normal,0,1
ring_01352,0,ring_01352,Security,Normal,0,1
ring_00356,0,ring_00356,Wildlife,Abnormal,1,0
ring_00864,0,ring_00864,Security,Abnormal,1,0
ring_00784,0,ring_00784,Security,Abnormal,1,0
suppl_00029,0,suppl_00029,Senior Care,Normal,0,1
package_00063,0,package_00063,Security,Normal,0,1
ring_01057,0,ring_01057,Security,Abnormal,1,0
wyze_00024,0,wyze_00024,Wildlife,Abnormal,1,0
suppl_00015,0,suppl_00015,Senior Care,Abnormal,1,0
ring_00758,0,ring_00758,Security,Vague Abnormal,1,0
wyze_00026,0,wyze_00026,Security,Abnormal,1,0
ring_00054,0,ring_00054,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_00637,0,ring_00637,Security,Abnormal,1,0
ring_00717,0,ring_00717,Security,Abnormal,1,0
vague_normal_00002,0,vague_normal_00002,Pet Monitoring,Normal,0,1
ring_00211,0,ring_00211,Wildlife,Abnormal,1,0
ring_00517,0,ring_00517,Security,Vague Abnormal,1,0
ring_00609,0,ring_00609,Security,Abnormal,1,0
ring_00980,0,ring_00980,Security,Abnormal,1,0
ring_00046,0,ring_00046,Pet Monitoring,Normal,0,1
ring_01454,0,ring_01454,Wildlife,Abnormal,1,0
ring_00809,0,ring_00809,Wildlife,Abnormal,1,0
ring_00193,0,ring_00193,Security,Abnormal,1,0
ring_01384,0,ring_01384,Other Category,Vague Abnormal,1,0
suppl_00003,0,suppl_00003,Security,Normal,0,1
ring_00394,0,ring_00394,Kid Monitoring,Normal,0,1
ring_00741,0,ring_00741,Security,Normal,0,1
package_00074,0,package_00074,Security,Normal,0,1
package_00024,0,package_00024,Security,Normal,0,1
Wyze_team_00082,0,Wyze_team_00082,Security,Normal,0,1
Wyze_team_00024,0,Wyze_team_00024,Security,Normal,0,1
ring_00512,0,ring_00512,Security,Abnormal,1,0
ring_00180,0,ring_00180,Security,Normal,0,1
Wyze_team_00023,0,Wyze_team_00023,Security,Normal,0,1
ring_00321,0,ring_00321,Security,Normal,0,1
ring_00659,0,ring_00659,Pet Monitoring,Abnormal,1,0
ring_00294,0,ring_00294,Wildlife,Abnormal,1,0
vague_normal_00001,0,vague_normal_00001,Baby Monitoring,Normal,0,1
ring_00852,0,ring_00852,Security,Abnormal,1,0
ring_00112,0,ring_00112,Security,Normal,0,1
Wyze_team_00089,0,Wyze_team_00089,Security,Normal,0,1
ring_00653,0,ring_00653,Security,Normal,0,1
ring_01016,0,ring_01016,Wildlife,Abnormal,1,0
ring_00280,0,ring_00280,Security,Normal,0,1
ring_00034,0,ring_00034,Pet Monitoring,Normal,0,1
ring_00264,0,ring_00264,Pet Monitoring,Vague Abnormal,1,0
ring_01311,0,ring_01311,Pet Monitoring,Normal,0,1
ring_00970,0,ring_00970,Security,Abnormal,1,0
ring_01335,0,ring_01335,Kid Monitoring,Normal,0,1
ring_01119,0,ring_01119,Wildlife,Abnormal,1,0
ring_00831,0,ring_00831,Security,Abnormal,1,0
ring_00305,0,ring_00305,Security,Abnormal,1,0
ring_00225,0,ring_00225,Wildlife,Abnormal,1,0
wyze_00006,0,wyze_00006,Security,Normal,0,1
suppl_00016,0,suppl_00016,Senior Care,Vague Abnormal,1,0
ring_00051,0,ring_00051,Pet Monitoring,Normal,0,1
ring_00250,0,ring_00250,Wildlife,Abnormal,1,0
ring_00568,0,ring_00568,Wildlife,Abnormal,1,0
ring_00682,0,ring_00682,Pet Monitoring,Normal,0,1
ring_01424,0,ring_01424,Security,Abnormal,1,0
ring_00504,0,ring_00504,Pet Monitoring,Normal,0,1
ring_00418,0,ring_00418,Wildlife,Abnormal,1,0
ring_00075,0,ring_00075,Wildlife,Abnormal,1,0
ring_00906,0,ring_00906,Pet Monitoring,Normal,0,1
ring_00774,0,ring_00774,Pet Monitoring,Abnormal,1,0
ring_00708,0,ring_00708,Pet Monitoring,Normal,0,1
ring_01366,0,ring_01366,Pet Monitoring,Normal,0,1
ring_00763,0,ring_00763,Security,Normal,0,1
ring_00298,0,ring_00298,Wildlife,Abnormal,1,0
package_00057,0,package_00057,Security,Normal,0,1
ring_00398,0,ring_00398,Wildlife,Abnormal,1,0
suppl_00030,0,suppl_00030,Senior Care,Normal,0,1
Wyze_team_00008,0,Wyze_team_00008,Security,Normal,0,1
ring_00060,0,ring_00060,Wildlife,Abnormal,1,0
ring_00038,0,ring_00038,Wildlife,Abnormal,1,0
wyze_00022,0,wyze_00022,Other Category,Normal,0,1
ring_00261,0,ring_00261,Wildlife,Abnormal,1,0
ring_00237,0,ring_00237,Wildlife,Abnormal,1,0
ring_01401,0,ring_01401,Wildlife,Abnormal,1,0
wyze_00014,0,wyze_00014,Wildlife,Abnormal,1,0
ring_00647,0,ring_00647,Security,Abnormal,1,0
ring_01314,0,ring_01314,Wildlife,Abnormal,1,0
ring_01406,0,ring_01406,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
ring_01480,0,ring_01480,Wildlife,Abnormal,1,0
ring_00506,0,ring_00506,Security,Vague Abnormal,1,0
Wyze_team_00015,0,Wyze_team_00015,Security,Normal,0,1
ring_00153,0,ring_00153,Security,Abnormal,1,0
ring_00016,0,ring_00016,Security,Abnormal,1,0
wyze_00037,0,wyze_00037,Wildlife,Abnormal,1,0
ring_00134,0,ring_00134,Pet Monitoring,Normal,0,1
ring_00176,0,ring_00176,Pet Monitoring,Vague Abnormal,1,0
ring_00370,0,ring_00370,Security,Normal,0,1
ring_00969,0,ring_00969,Security,Abnormal,1,0
ring_01050,0,ring_01050,Security,Normal,0,1
ring_01344,0,ring_01344,Security,Normal,0,1
ring_01252,0,ring_01252,Pet Monitoring,Normal,0,1
ring_01027,0,ring_01027,Wildlife,Abnormal,1,0
Wyze_team_00058,0,Wyze_team_00058,Security,Normal,0,1
ring_01330,0,ring_01330,Security,Normal,0,1
ring_00899,0,ring_00899,Security,Abnormal,1,0
ring_00122,0,ring_00122,Baby Monitoring,Normal,0,1
package_00047,0,package_00047,Security,Normal,0,1
ring_00015,0,ring_00015,"{""choices"":[""Security"",""Pet Monitoring""]}",Abnormal,1,0
ring_00056,0,ring_00056,"{""choices"":[""Security"",""Baby Monitoring""]}",Normal,0,1
ring_00674,0,ring_00674,Pet Monitoring,Normal,0,1
ring_00828,0,ring_00828,Pet Monitoring,Abnormal,1,0
ring_00345,0,ring_00345,Security,Abnormal,1,0
ring_00740,0,ring_00740,Security,Abnormal,1,0
ring_01066,0,ring_01066,Security,Normal,0,1
ring_00232,0,ring_00232,Baby Monitoring,Normal,0,1
ring_00425,0,ring_00425,Wildlife,Abnormal,1,0
ring_00244,0,ring_00244,Pet Monitoring,Normal,0,1
ring_00916,0,ring_00916,Wildlife,Abnormal,1,0
ring_00905,0,ring_00905,Pet Monitoring,Abnormal,1,0
Wyze_team_00053,0,Wyze_team_00053,Security,Normal,0,1
ring_00503,0,ring_00503,Security,Normal,0,1
ring_00037,0,ring_00037,"{""choices"":[""Security"",""Pet Monitoring""]}",Normal,0,1
ring_00924,0,ring_00924,Security,Abnormal,1,0
ring_00770,0,ring_00770,"{""choices"":[""Security"",""Wildlife""]}",Abnormal,1,0
wyze_00025,0,wyze_00025,Security,Abnormal,1,0
ring_00064,0,ring_00064,Pet Monitoring,Normal,0,1
ring_00257,0,ring_00257,Wildlife,Abnormal,1,0
ring_01053,0,ring_01053,Security,Abnormal,1,0
ring_00870,0,ring_00870,Security,Normal,0,1
ring_01097,0,ring_01097,Security,Abnormal,1,0
ring_00638,0,ring_00638,Wildlife,Abnormal,1,0
ring_00713,0,ring_00713,Security,Normal,0,1
ring_00679,0,ring_00679,Security,Normal,0,1
ring_00464,0,ring_00464,Security,Abnormal,1,0
ring_00287,0,ring_00287,Security,Abnormal,1,0
ring_00100,0,ring_00100,Wildlife,Abnormal,1,0
package_00019,0,package_00019,Security,Normal,0,1
ring_00699,0,ring_00699,Security,Normal,0,1
ring_00165,0,ring_00165,Pet Monitoring,Abnormal,1,0
ring_00565,0,ring_00565,Wildlife,Abnormal,1,0
ring_00151,0,ring_00151,Pet Monitoring,Vague Abnormal,1,0
ring_00622,0,ring_00622,Pet Monitoring,Normal,0,1
ring_00361,0,ring_00361,Pet Monitoring,Abnormal,1,0
ring_00049,0,ring_00049,Wildlife,Abnormal,1,0
ring_00001,0,ring_00001,Baby Monitoring,Normal,0,1
ring_00953,0,ring_00953,Security,Abnormal,1,0
